yoruba	english
Àṣìṣe kíki fálù àwọn róòlù-num fún Ìjánu-ìsún Ààyè-iṣẹ́: <UNK>	Error loading numrows value for Workspace Switcher: <UNK>
Àṣìṣe kíki fálù àwọn orúkọààyè-iṣẹ́ìṣàfihàn fún Ìjánu-ìsún Ààyè-iṣẹ́: <UNK>	Error loading displayworkspacenames value for Workspace Switcher: <UNK>
Àṣìṣe kíki fálù àwọn orúkọààyè-iṣẹ́gbogboìṣàfihàn fún Ìjánu-ìsún Ààyè-iṣẹ́: <UNK>	Error loading displayallworkspaces value for Workspace Switcher: <UNK>
Ìjánu-ìsún Ààyè-iṣẹ́ náà ń fi hàn ẹ̀̀yà àwọn ààyè-iṣẹ́ kékeré rẹ tí yóò jẹ́ kí o lè mójútó àwọn fèrèsé rẹ.	The Workspace Switcher shows you a small version of your workspaces that lets you manage your windows.
Àwọn ìkúndùǹ Ìjánu-ìsún Ààyè-iṣẹ́	Workspace Switcher Preferences
Fi ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ nìkan hàn	Show only the current workspace
Fi gbogbo àwọn ààyè-iṣẹ́ hàn:	Show all workspaces in:
Ìjánu-ìsún	Switcher
Iye àwọnààyè-iṣẹ́	Number of workspaces:
Àwọn orúkọ àyè-iṣẹ́:	Workspace names:
Àwọn Orúkọ Àwọn Ààyè-iṣẹ́	Workspace Names
Fi àwọn orúkọ ààyè-iṣẹ́ hàn nínú ìjánu-ìsún	Show workspace names in switcher
Àwọn Orúkọ Àwọn Ààyè-iṣẹ́	Workspaces
Ṣàfihàn àwọn orúkọ ààyè-iṣẹ́	Display workspace names
Tó bá jẹ́ òótọ́, àwọn ààyè-iṣẹ́ nínú ì̀jánu-ìsún ààyè-iṣẹ́ yóò ṣàfihàn àwọn orúkọ àwọnààyè-iṣẹ́. Láì jẹ́ bẹ́ẹ̀ wọn yóò ṣàfihàn àwọn fèrèsé lórí ààyè-iṣẹ́ náà.	If true, the workspaces in the workspace switcher will display the names of the workspaces. Otherwise they will display the windows on the workspace. This setting only works when the window manager is Metacity.
Ṣàfihàn gbogbo àwọn ààyè-iṣẹ́	Display all workspaces
Tó bá jẹ́ òótọ́, ìjánu-ìsún ààyè-iṣẹ́ náà á fi gbogbo àwọn ààyè-iṣẹ́ hàn. Láì jẹ́ bẹ́ẹ̀ yóò kàn fi ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ náà hàn.	If true, the workspace switcher will show all workspaces. Otherwise it will only show the current workspace.
Àwọn róòlù nínú ìjánu-ìsún ààyè-iṣẹ́	Rows in workspace switcher
Bọ́́tìnì yìí ń sọ ní pàtó iye àwọn róòlù (fún ìlàálẹ̀ ìbú) tàbí àwọṅ kọ́lọ̀mù (fún ìlàálẹ̀òòró) tí ìjánu-ìsún ààyè-iṣẹ́ ń fihàn àwọn ààyè-iṣẹ́ náà. Bọ́tìnì yìí kàn sì wúlòtí bọ́tìnì àwọn ààyè-iṣẹ́gbogboìṣàfihàn bá jẹ́ òótọ́.	This key specifies how many rows (for horizontal layout) or columns (for vertical layout) the workspace switcher shows the workspaces in. This key is only relevant if the displayallworkspaces key is true.
kò lè fi àṣẹ lọ́lẹ̀ <UNK>	Could not launch <UNK>
Kò lè fi àíkànnù lọ́lẹ̀	Could not launch application
Kò lè ṣàfihàn ààyè <UNK>	Could not open location <UNK>
Yọkúrò Nínú Pánẹ́ẹ̀lì	Remove From Panel
Gbe	Move
Lọ́ọ̀kì Sí Pánẹ́ẹ̀lì	Lock To Panel
???	???
Kò rí sípọ̀tì òfìfo	Cannot find an empty spot
Dúrọ́wà	Drawer
Fikún Dúrọ́wà...	Add to Drawer...
Àwọn Àbùdá	Properties
Ṣẹ̀dá fáìlì tuntun nínú atọ́nà náà	Create new file in the given directory
Ṣẹ̀dá Àṣàfilọ́lẹ̀	Create Launcher
Àwọn Àbùdá Aṣàfilọ́lẹ̀	Directory Properties
Àwọn Àbùdá Aṣàfilọ́lẹ̀	Launcher Properties
Fi Pánẹ́ẹ̀lì Pamọ́	Panel
A kò pèsè URI fún fáìlì ojú-iṣẹ́ aṣàfilọ́lẹ̀ pánẹ́ẹ̀lì	No URI provided for panel launcher desktop file
Kò lè ṣí fáìlì ojú-iṣẹ́ <UNK> fún aṣàfilọ́lẹ̀ pánẹ́ẹ̀lì <UNK><UNK>	Unable to open desktop file <UNK> for panel launcher<UNK><UNK>
Fi Lọ́lẹ̀	Launch
A kò ṣègbékalẹ̀ bọ́tìnì <UNK>, kò lè ki aṣàfilọ̀lẹ̀	Key <UNK> is not set, cannot load launcher
Kò lè ṣẹ̀dá aṣàfilọ́lẹ̀	Could not save launcher
Fi aṣàfilọ́lẹ̀ yìí kún pánẹ́ẹ̀lì	Add this launcher to panel
Fi aṣàfilọ́lẹ̀ yìí kún ojú-iṣẹ́	Add this launcher to desktop
Àtòjọ-ẹ̀yàn Pátá	Entire menu
Ṣàfikún èyí gẹ́gẹ́ bíi dúrọ́wà sí pánẹ́ẹ̀lì	Add this as drawer to panel
Ṣàfikún èyí gẹ́gẹ́ bíi àtòjọ-ẹ̀yàn sí pánẹ́ẹ̀lì	Add this as menu to panel
1$s, 2$s	1$s 2$s 3$s
1$s 2$s	1$s\t2$s
Mú Ìdáàdòdò ojú kọ̀ǹpútà ṣiṣẹ́	Activate Screensaver
Ti Ojú Kọ̀ǹpútà	Lock Screen
Kò lè darapọ̀ mọ́ sáfà	Could not connect to server
"Dáàbòbò kọ̀ǹpútà rẹ lọ́wọ́ ìlò tí kò tọ̀nà1"" (msgctxt: ""panel:showusername"	Protect your computer from unauthorized use
Parí Iṣẹ́	Log Out...
Parí iṣẹ́ sáà yìí láti bẹ̀rẹ̀ gẹ́gẹ́ bíi òǹlò mìíràn tàbí kí o pa kọ̀ǹpútà náà	Log out of this session to log in as a different user
Rọ́ọ̀nù Ìṣàmúlò-ètò...	Run Application...
Rọ́ọ̀nù Ìṣàmúlò-ètò nípa títẹ àṣẹ	Run an application by typing a command or choosing from a list
Wá Àwọn Fáìlì...	Search for Files...
Ìjáde Ipá	Force Quit
Mú ìṣàmúlò-ètò tó ń ṣe ségesège jáde pẹ̀lú ipá	Force a misbehaving application to quit
Darapọ̀ mọ́ Sáfà...	Connect to Server...
Darapọ̀ mọ́ sáfà tó jìn	Connect to a remote computer or shared disk
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò Àkànṣe	Custom Application Launcher
Ṣẹ̀dá aṣàfilọ́lẹ̀ tuntun	Create a new launcher
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò...	Application Launcher...
Àtòjọ-ẹ̀yàn Gangan	Main Menu
Àtòjọ-ẹ̀yàn GNOME gangan	The main GNOME menu
Àká Àtòjọ-ẹ̀yàn	Menu Bar
Àká àtòjọ-ẹ̀yàn àkànṣe	A custom menu bar
Dúrọ́wà tó ta síta láti fi àwọn wúnrẹ̀n mìíràn pamọ́	A pop out drawer to store other items in
(òfìfo)	(empty)
ìbéèrè dá ọ̀tọ̀ padà<UNK>	query returned exception <UNK>
Yan wúnrẹ̀nkan láti fikún <UNK>:	Find an item to add to <UNK>:
Fikún Dúrọ́wà	Add to Drawer
Yan wúnrẹ̀nkan láti fikún dúrọ́wà:	Find an item to add to the drawer:
Fikún Pánẹ́ẹ̀lì	Add to Panel
Yan wúnrẹ̀nkan láti fikún pánẹ́ẹ̀lì:	Find an item to add to the panel:
Ọ̀tọ̀ láti inú àtòjọ-ẹ̀yànìtasókè '<UNK>	Exception from popupmenu <UNK>
<UNK> jáde láìròtẹ́lẹ̀	<UNK> has quit unexpectedly
nǹkan pánẹ́ẹ̀lì ti kúrò láìròtẹ́lẹ̀	Panel object has quit unexpectedly
Tí o bá tún nǹkan pánẹ́ẹ̀lì kì, yóò ṣàfikún ara rẹ̀ padà sípánẹ́ẹ̀lì náà.	If you reload a panel object, it will automatically be added back to the panel.
Má Tunkì	Don't Reload
Tunkì	Reload
Pánẹ́ẹ̀lì náà bá ìṣòro pàdé nígbà tó ń ki <UNK>.	The panel encountered a problem while loading <UNK>.
Ṣe o fẹ́ pa ápúlẹ́ẹ̀tì náà jẹ kúrò nínú àtòpọ̀ rẹ?	Do you want to delete the applet from your configuration?
Kò lè gba ààlà AppletShell kúrò nínú ìdarí	Unable to obtain AppletShell interface from control
Àti bẹ́ẹ̀ bẹ́ẹ̀ lọ...	And many, many others...
Pánẹ́ẹ̀lì GNOME	The GNOME Panel
Ojúṣe àtòjọ-ètò yìí ni láti fi àwọn ìṣàmúlò-ètò mìíràn lọ́lẹ̀ kí o sìmáa ṣe àfibọ̀ àwọn ápúlẹ́ẹ̀tì kékeré sínú ara wọn.	This program is responsible for launching other applications and provides useful utilities.
Pánẹ́ẹ̀lì GNOME	About the GNOME Panel
Pa pánẹ́ẹ̀lì yìí jẹ?	Cannot delete this panel
Fikún Pánẹ́ẹ̀lì...	Add to Panel...
Pa Pánẹ́ẹ̀lì Yìí Jẹ	Delete This Panel
Pánẹ́ẹ̀lì Tuntun	New Panel
Nípa Àwọn Pánẹ́ẹ̀lì	About Panels
Àwọn Ìṣàmúlò-ètò	Application
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò...	Application in Terminal
Ààyè Aṣàfilọ́lẹ̀	Location
Sítà̀ì:	Type:
Orúkọ ẹja:	Name:
Wáròyìn	Browse icons
Wáròyìn	Browse...
Àmúwọlé àṣẹ	Comment:
Rọ́ọ̀nù Ìṣàmúlò-ètò...	Choose an application...
Áíkànnù àṣẹ	Command:
Áíkànnù:	Location:
Áíkànnù àṣẹ tí a fẹ́ rọ́ọ̀nù.	The command of the launcher is not set.
Kò lè ṣàfihàn àkọsílẹ̀ ìrànwọ́	Could not display help document
Tẹ̀ lórí fèrèsé láti mú ìṣàmúlò-ètò náà jáde pẹ̀lú ipá. Tẹ <ESC> láti yọkúrò.	Click on a window to force the application to quit. To cancel press <ESC>.
Mú ìṣàmúlò-ètò tó ń ṣe ségesège jáde pẹ̀lú ipá	Force this application to exit?
Mú kí ìṣàmúlò-ètò yìí jáde pẹ̀lú ipá? (Àwọn àkọsílẹ̀ èyíkèyí tó wà ní ṣíṣí ní yóò sọnù.)	If you choose to force an application to exit, unsaved changes in any open documents in it might get lost.
"Mú àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìsàmúlò-ètò"" ṣíṣẹ"	"Enable program list in ""Run Application"" dialog"
"Tó bá jẹ́ òótọ́, ""Àwọn Ìṣàmúlò-ètò Mímọ̀"" tía tòjọ nínú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìsàmúlò-ètò""wà nílẹ̀. Bóyá a fẹ ìṣàtòjọ náà tàbí a kò fẹ̀ẹ́, nígbà tí onísọ̀rọ̀gbèsì náà bá ti farahàn bọ́tìnì àtòjọàtòjọ-ètòìfihàn ló ń darí rẹ̀."	"If true, the ""Known Applications"" listing in the ""Run Application"" dialog is made available. Whether or not the listing is expanded when the dialog is shown is controlled by the showprogramlist key."
"Fẹ àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìṣàmúlò-ètò"""	"Expand program list in ""Run Application"" dialog"
"Tó bá jẹ́ òótọ́, ""Àwọn Ìṣàmúlò-ètò Mímọ̀"" tí a tòjọ nínú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìṣàmúlò-ètò""á fẹ̀ nígbà tí a bá ṣí onísọ̀rọ̀gbèsì. Bọ́tìnì yìí kàn wúlò tí bọ́tìnì àtòjọàtòjọ-ètò bá jẹ́ òótọ́."	"If true, the ""Known Applications"" listing in the ""Run Application"" dialog is expanded when the dialog is opened. This key is only relevant if the enableprogramlist key is true."
"Mú ìkádìí-aládàáṣe nínú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìṣàmúlò-ètò"" ṣiṣẹ́"	"Enable autocompletion in ""Run Application"" dialog"
"Tó bá jẹ́ òótọ́, ìkádìí-aládàáṣe inú onísọ̀rọ̀gbèsì ""Rọ́ọnù Ìṣàmúlò-ètò"" wà nílẹ̀."	"If true, autocompletion in the ""Run Application"" dialog is made available."
Àtòjọ ID pánẹ́́ẹ̀lì	Panel ID list
Àtòjọ àwọn ID pánẹ́ẹ̀lì. ID kọ̀ọ̀kan ló n tọ́ka sí pánẹ́ẹ̀lì ìpele-òkè kọ̀ọ̀kan. A fi àwọnà̀àtò̀ fún àwọn pánẹ́ẹ̀lì kọ̀ọ̀kan pamọ́ sínú /apps/panel/toplevels/$(id).	A list of panel IDs. Each ID identifies an individual toplevel panel. The settings for each of these panels are stored in /apps/panel/toplevels/$(id).
Àtòjọ ID ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì	Panel applet ID list
Àtòjọ àwọn ID ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì. ID kọ̀ọ̀kan ń tọ́ka sí ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì.A fi àwọn ààtò fún àwọn ápúlẹ́ẹ̀tì kọ̀ọ̀kan pamọ́ sínú /apps/panel/applets/$(id).	A list of panel applet IDs. Each ID identifies an individual panel applet. The settings for each of these applets are stored in /apps/panel/applets/$(id).
Àtójọ ID nǹkan pánẹ́ẹ̀lì	Panel object ID list
Àtòjọ àwọn ID ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì. ID kọ̀ọ̀kan ń tọ́ka sí nǹkan pánẹ́ẹ̀lì kọ̀ọ̀kan (b.a.aṣàfilọ́lẹ̀, bọ́tìnì iṣẹ́ tàbí àká/bọ́tìnì àtòjọ-ẹ̀yàn). A fi àwọn ààtò fún àwọn nǹkankọ̀ọ̀kan pamọ́ sínú /apps/panel/objects/$(id).	A list of panel object IDs. Each ID identifies an individual panel object (e.g. a launcher, action button or menu button/bar). The settings for each of these objects are stored in /apps/panel/objects/$(id).
Àtòpọ̀ àkópọ̀ ìròyìn àtijọ́ ti ṣí kúrò	Old profiles configuration migrated
Àsíá boolean ń fihàn bóyá a ti ṣẹ̀dà àtòpọ̀ òǹlò ilẹ̀ inú /appa/panel/profiles/default sínú ààyè tuntun nínúpánẹ́ẹ̀lì /apps/.	A boolean flag to indicate whether the user's previous configuration in /apps/panel/profiles/default has been copied to the new location in /apps/panel.
Fún àwọn ìtalólobó-irinṣẹ́ lágbára	Enable tooltips
Tó bá jẹ́ òótọ́, a fi àwọn ìtalólobó-irinṣẹ́ hàn fún àwọn nǹkan inú àwọn pánẹ́ẹ̀lì.	If true, tooltips are shown for objects in panels.
Ó ti kúrò láṣà	Deprecated
Fún àwọn ìṣàfarawé kọ̀ǹpútà lágbára	Enable animations
Dúrọ́wà Aládàátì	Autoclose drawer
Tó bá jẹ́ òótọ́, dúrọ́wà á tì fún ra rẹ̀ nígbà tí òǹlò bá ti tẹaṣàfilọ̀lẹ̀ nínú ẹ̀.	If true, a drawer will automatically be closed when the user clicks a launcher in it.
Àrídájú ìyọkúrò pánẹ́ẹ̀lì	Confirm panel removal
Tó bá jẹ́ òótọ́,onísọ̀rọ̀gbèsì kàn ti farahàn tó ń bèrè fún àrídájú tó bá jẹ́ pé òǹlò fẹ́ yọ Pánẹ́ẹ̀lì kúrò.	If true, a dialog is shown asking for confirmation if the user wants to remove a panel.
Gbé àwon aṣàfilọ́lẹ̀ yọ lórí ohun-èlò aṣèkúté	Highlight launchers on mouseover
Tó bá jẹ́ òótọ́, aṣàfilọ́lẹ̀ kan á yọ nígbà tí òǹlò náà bá gbé atọ́ka náà gba orí ẹ̀.	If true, a launcher is highlighted when the user moves the pointer over it.
Lọ́ọ̀kì pánẹ́ẹ̀lì ìkádìí	Complete panel lockdown
Tó bá jẹ́ òótọ́, pánẹ́ẹ̀lì náà kò ní fàyè gba àwọn ìyípadà kankan sí àtòpọ̀ pánẹ́ẹ̀lì náà.Ṣùgbọ́n a sì ní láti ti àwọn ápúlẹ́ẹ̀tì kọ̀ọ̀kan ná. A gbọ́dọ̀tún pánẹ́ẹ̀lì náà bẹ̀rẹ̀ kí èyí tó lè wáyé.	If true, the panel will not allow any changes to the configuration of the panel. Individual applets may need to be locked down separately however. The panel must be restarted for this to take effect.
Àwọn IID ápúlẹ́ẹ̀tì tí a kò jẹ́ kí wọn kì	Applet IIDs to disable from loading
Àtòjọ àwọn IID ápúlẹ́ẹ̀tì tí pánẹ́ẹ̀lì máa patì. Lọ́nà yìí o lè gba agbára àwọn ápúlẹ́ẹ̀tì kan láti má ma ki àtòjọ-ẹ̀yàn tàbí fihàn nínú àtòjọ-ẹ̀yàn náà. Bí àpẹẹrẹ, láti lè gbaagbára ápúlẹ́ẹ̀tì aláṣẹ́-kékeré ṣàfikún 'OAFIID:GNOMEMiniCommanderApplet' sí àtòjọ yìí. A gbọ́dọ̀ tún pánẹ́ẹ̀lì náà bẹ̀rẹ̀ kí èyí tó lè wáyé.	A list of applet IIDs that the panel will ignore. This way you can disable certain applets from loading or showing up in the menu. For example to disable the mini-commander applet add 'OAFIID:GNOMEMiniCommanderApplet' to this list. The panel must be restarted for this to take effect.
Gba agbára Píparí Iṣẹ́	Disable Logging Out
Tó bá jẹ́ òótọ́, pánẹ́ẹ̀lì náà kò ní fàyè gba òǹlò láti parí iṣẹ́ nípa yíyọ ààyèsí àwọn àmúwọlé àtòjọ-ẹ̀yàn ìparí iṣẹ́ kúrò.	If true, the panel will not allow a user to log out, by removing access to the log out menu entries.
Gba agbára lọ́wọ́ Ìjáde Ipá	Disable Force Quit
Tó bá jẹ́ òótọ́, pánẹ́ẹ̀lì náà kò ní fàyè gba òǹlò láti mú ìṣàmúlò-ètò jáde pẹ̀lú ipánípa yíyọ ààyè sí bọ́tìnì ìjáde ipá kúrò.	If true, the panel will not allow a user to force an application to quit by removing access to the force quit button.
Kò rí ìṣàmúlò-ètò tó yẹ	Browse and run installed applications
Ṣí <UNK>	Open <UNK>
Fún àwọn ìtalólobó-irinṣẹ́ lágbára	Unable to mount <UNK>
Agbéròyìn Jáde Tó Ṣeé Yọ	Removable Media
Àwọn Ibi Alátagbà	Network Places
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódàDesktop FolderDesktop Folder	Open your personal folder
Fi Ojú-iṣẹ́ Hàn	Desktop
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódà	Open the contents of your desktop in a folder
Àwọn Ibi	Places
"1"" (msgctxt: ""panel:showusername1"" if ""Log Out <UNK>panel:showusername"	System
"Parí Iṣẹ́1"" (msgctxt: ""panel:showusername"") to ""1"	Log Out <UNK>...
Parí iṣẹ́ sáà yìí láti bẹ̀rẹ̀ gẹ́gẹ́ bíi òǹlò mìíràn tàbí kí o pa kọ̀ǹpútà náà	Log out <UNK> of this session to log in as a different user
Irúfẹ́ nǹkan pánẹ́ẹ̀lì	Panel object type
"Irúfẹ́ nǹkan pánẹ́ẹ̀lì yìí. Àwọn fálù tó lè jẹ́ ni ""nǹkan-dúrọ́wà"",""nǹkan-àtòjọ-ẹ̀yàn"",""nǹkan-aṣàfilọ́lẹ̀"",""ápúlẹ́ẹ̀tì bonobo"",""ápúlẹ́ẹ̀tì-iṣẹ́""àti ""àká-àtòjọ-ẹ̀yàn""."	"The type of this panel object. Possible values are ""drawer-object"", ""menu-object"", ""launcher-object"", ""bonobo-applet"", ""action-applet"" and ""menu-bar""."
Pánẹ́ẹ̀lì ìpele-òkè tó ní nǹkan nínú	Toplevel panel containing object
Ohun ìdánimọ̀ pánẹ́ẹ̀lì ìpele-òkè tó ní nǹkan yìí nínú.	The identifier of the toplevel panel which contains this object.
Ipò nǹkan lórí pánẹ́ẹ̀lì	Object's position on the panel
Ipò nǹkan pánẹ́ẹ̀lì yìí. Oye nọ́ńbà àwọn písẹ́́ẹ̀lì tó wà láti igun pánẹ́ẹ̀lì apá òsì (tàbí òkè òòró) ni yóò sọ ipò náà ní pàtó.	The position of this panel object. The position is specified by the number of pixels from the left (or top if vertical) panel edge.
Sọ ìtumọ̀ ipo ajemọ́ igun ìsàlẹ̀/ọ̀tún	Interpret position relative to bottom/right edge
Tó bá jẹ́ òótọ́, a óò sọ ìtumọ̀ nǹkan náà ní àjẹmọ́ apá ọ̀tún igun pánẹ́ẹ̀lì (tàbí ìsàlẹ̀ tó bá jẹ́ òòró) náà.	If true, the position of the object is interpreted relative to the right (or bottom if vertical) edge of the panel.
Ti nǹkan sínú pánẹ́ẹ̀lì	Lock the object to the panel
"Tó bá jẹ́ òótọ́, òǹlò náà lè má gbé ápúlẹ́ẹ̀tì láì jẹ́ pé ó kọ́kọ́ ṣí nǹkan tó ń lo ""Má tìí"" wùnrẹ̀n-àtòjọ-ẹ̀yàn."	"If true, the user may not move the applet without first unlocking the object using the ""Unlock"" menuitem."
Ápúlẹ́ẹ̀tì Bonobo IID	Applet Bonobo IID
"ID ì̀pilẹ̀ Bonobo ti ápúlẹ́ẹ̀tì náà - b.a ""OAFIID:GNOMEClockApplet"".Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-bonobo""."	"The Bonobo implementation ID of the applet - e.g. ""OAFIID:GNOMEClockApplet"". This key is only relevant if the objecttype key is ""bonobo-applet""."
Pánẹ́ẹ̀lì tí a so mọ́ dúrọ́wà	Panel attached to drawer
"Ohun ìdánimọ̀ pánẹ́ẹ̀lì tí a somọ́ dúrọ́wà yìí. Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""nǹkan-dúrọ́wà""."	"The identifier of the panel attached to this drawer. This key is only relevant if the objecttype key is ""drawer-object""."
Ìtalólobó tí a ṣàfihàn fún dúrọ́wà tàbí àtòjọ-ẹ̀yàn	Tooltip displayed for drawer or menu
"Àyọkà tí a fẹ́ ṣàfihàn rẹ̀ nínú ìtalólobó-irinṣẹ́ fún dúrọ́wà yìí tàbí àtòjọ-ẹ̀yàn yìí. Bọ́tìnìyìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bájẹ́""nǹkan-dúrọwà"" tàbí ""nǹkan-àtòjọ-ẹ̀yàn""."	"The text to display in a tooltip for this drawer or this menu. This key is only relevant if the objecttype key is ""drawer-object"" or ""menu-object""."
Lo áíkànnù àkànṣe fún bọ́tìnì nǹkan	Use custom icon for object's button
"Tó bá jẹ́ òótọ́, bọ́tìnì áíkànnùàkànṣe la lò gẹ́gẹ́ bíi áíkànnù àkànṣe fún bọ́tìnì náà. Tó bajẹ́ irọ́ a óò pa bọ́tìnì áíkànnùàkànṣe tì. Bọ́tìnì yìí kàn wúlò tó bá jẹ́ bọ́tìnì irúfẹ́nǹkan jẹ́ ""nǹkan-àtòjọ-ẹ̀yàn"" tàbí ""nǹkan-dúrọ́wà""."	"If true, the customicon key is used as a custom icon for the button. If false, the customicon key is ignored. This key is only relevant if the objecttype key is ""menu-object"" or ""drawer-object""."
Áíkànnù tí a lò fún bọ́tìnì nǹkan	Icon used for object's button
"Ààyè fáìlì àwòrán tí a lò gẹ́gẹ́ bíi áíkànnù fún bọ́tìnì nǹkan náà. bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""nǹkan-dúrọ́wà"" tàbí ""nǹkan àtòjọ-ẹ̀yàn"" tí bọ́tìnì áíkànnùàkànṣeìlò jẹ́ òótọ́."	"The location of the image file used as the icon for the object's button. This key is only relevant if the objecttype key is ""drawer-object"" or ""menu-object"" and the usecustomicon key is true."
Lo ipa àkànṣe fún àwọn àkóónú àtòjọ-ẹ̀yàn	Use custom path for menu contents
"Tó bá jẹ́ òótọ́, a lo bọ́tìnì ipa àtòjọ-ẹ̀yàn gẹ́gẹ́ bíi ipa ti a ti lè̀ kọ́ àwọn àkóónú àtòjọ-ẹ̀yàn.Tó bá jẹ́ irọ́, a máa pa bọ́tìnì ipaàtòjọ-ẹ̀yàn tì. Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""nǹkanàtòjọ-ẹ̀yàn""."	"If true, the menupath key is used as the path from which the menu contents should be constructed. If false, the menupath key is ignored. This key is only relevant if the objecttype key is ""menu-object""."
Ipa àkóónú àtòjọ-ẹ̀yàn	Menu content path
"Ipa tí a ti kọ́ àwọn àkóónú àtòjọ-ẹ̀yàn. Bọ́tìnì yìí kàn wúlò tí bọ́tìnìipaàtòjọ-ẹ̀yànìlò sì jẹ́ òótọ́ tí bọ́tìnìnǹkan jẹ́""nǹkan-àtòjọ-ẹ̀yàn"""	"The path from which the menu contents is contructed. This key is only relevant if the usemenupath key is true and the objecttype key is ""menu-object""."
Ààyè Aṣàfilọ́lẹ̀	Launcher location
"Ààyè fáìlì ojú-iṣẹ́ tó ń ṣàpèjúwe aṣàfilọ́lẹ̀. Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""nǹkan-aṣàfilọ́lẹ̀""."	"The location of the .desktop file describing the launcher. This key is only relevant if the objecttype key is ""launcher-object""."
Irúfẹ́ bọ́tìnì iṣẹ́	Action button type
"Irúfẹ́ iṣẹ́ tí bọ́tìnì yìí dúró fún. Àwọn fálù tó lè jẹ́ ni""lọ́ọ̀kì"",""parí iṣẹ́"",""rọ́ọ̀nù"",""wádìí""àti ""ìmáwòrán"". Bọ́tìnì yìí kàn wúlòtí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-iṣẹ́""."	"The action type this button represents. Possible values are ""lock"", ""logout"", ""run"", ""search"" and ""screenshot"". This key is only relevant if the objecttype key is ""action-applet""."
Àṣìṣe kíka oye fọ́nrán GConf <UNK>: <UNK>	Error reading GConf string value <UNK>: <UNK>
Àṣìṣe kíka oye Ítíjà GConf <UNK>: <UNK>	Error reading GConf integer value <UNK>: <UNK>
A gbé pánẹ́ẹ̀lì <UNK> kalẹ̀ láti ṣàfihàn lórí ojú kọ̀ǹpútà d tí kò sínílẹ̀ lọ́wọlọ́wọ́. Kò ki pánẹ́ẹ̀lì yìí.	Panel <UNK> is set to be displayed on screen d which is not currently available. Not loading this panel.
Àṣìṣe kíka fálù boolean GConf <UNK>: <UNK>Orientation	Error reading GConf boolean value <UNK>: <UNK>
ÒkèOrientation	Top
Ìsàlẹ̀Orientation	Bottom
ÒsìOrientation	Left
Ọ̀tún	Right
Àwọn Àbùdá Pánẹ́ẹ̀lì	Drawer Properties
Ó kùnà láti ki àwòrán <UNK>	Unable to load file <UNK>: <UNK>.
Àwọn Àbùdá Pánẹ́ẹ̀lì	Panel Properties
Ọ̀pọ̀ àwọn àbùdá yìí lati tì sí sàlẹ̀	Some of these properties are locked down
Áíkànnù:	Icon:
àwọn písẹ́ẹ̀lì	pixels
Ìwọ̀n:	Size:
Ìṣàlàyé:	Orientation:
Fẹ̀	Expand
Ìpamọ́-aládàáṣe	Autohide
Fi àwọn bọ́tìnì ìpamọ́ hàn	Show hide buttons
Atọ́ka árò lórí àwọn bọ́tìnì ìpamọ́	Arrows on hide buttons
Kò sí (lo kókó ètò kọ̀ǹpútà)	None (use system theme)
Àwọ̀ líle	Solid color
Mú Àwọ̀ kan	Pick a color
Sítà̀ì:	Style:
Àwọ̀:	Color:
Kedere	Transparent
Dí	Opaque
Àwòránẹ̀yìn:	Background image:
Yan ẹ̀yìn	Select background
Ẹ̀yìn	Background
Àwọn Àlàyé Ẹ̀yìn Àwòrán	Image Background Details
Táìlì̀	Tile
Òṣùwọ̀n	Scale
Nàá	Stretch
Yí àwòrán po tí pánéẹ̀lì bá wà ní òòró	Rotate image when panel is vertical
Kò lè ṣí àkọsílẹ̀ tí a lò tán láìpẹ́	Could not open recently used document <UNK>
Àṣìṣe àìmọ̀ wáyé nígbà tí à ń gbìyànjú láti ṣí <UNK>	An unknown error occurred while trying to open <UNK>.
